ABE,1989,4959
ABE,1992,7428
ABE,2003,4071
ABI,2007,2836
ABQ,1996,37956
ABQ,2007,41161
ABY,2007,1312
ACK,1997,16
ACK,2008,457
ACT,2001,2686
ACV,2003,4027
ACY,2006,765
ADK,2007,103
ADQ,1994,423
ADQ,2005,665
AEX,2003,3261
AGS,1993,3494
AGS,2004,4039
AKN,1992,330
AKN,2003,347
ALB,1995,11997
ALB,2006,14676
AMA,1993,5089
AMA,2004,8172
ANC,1994,17146
ANC,2005,20767
ANI,1992,43
APF,2006,796
ATL,1997,250222
ATL,2000,265708
ATL,2008,414513
ATW,1989,701
ATW,2003,1087
AUS,1995,36474
AUS,2006,44592
AVL,1995,2877
AVL,2006,3081
AVP,1988,2273
AVP,1991,1919
AVP,1999,1719
AVP,2002,1375
AZO,1994,2622
AZO,2005,4442
BDL,1990,29517
BDL,1998,26445
BDL,2001,36003
BET,1997,951
BET,2000,1036
BET,2008,1035
BFL,1996,347
BFL,2007,5195
BGM,1996,1378
BGM,2007,966
BGR,1993,2556
BGR,2004,5063
BHM,1995,18118
BHM,2006,19161
BIL,1993,5059
BIL,2004,5605
BIS,1989,4039
BIS,1992,2846
BIS,2003,1846
BJI,2008,74
BLI,2006,409
BMI,2005,2521
BNA,1993,57820
BNA,2004,60255
BOI,1989,6707
BOI,1992,6128
BOI,2003,15038
BOS,1994,100365
BOS,2005,128006
BPT,2005,1248
BQK,2003,1423
BQN,1995,734
BQN,2006,1254
BRO,1995,687
BRO,2006,2314
BRW,1995,1024
BRW,2006,682
BTM,1988,718
BTM,1991,715
BTR,1996,4831
BTR,2007,10347
BTV,1989,6765
BTV,1992,5175
BTV,2003,7188
BUF,1988,27704
BUF,1991,25212
BUF,1999,18876
BUF,2002,15709
BUR,1995,31472
BUR,2006,32102
BWI,1989,70757
BWI,1992,50817
BWI,2003,99255
BZN,1994,2593
BZN,2005,5281
CAE,1995,5714
CAE,2006,11360
CAK,1993,1416
CAK,2004,9266
CCR,1990,1303
CDV,1993,695
CDV,2004,728
CEC,2008,1063
CHA,1989,4995
CHA,1992,3770
CHA,2003,3836
CHO,1990,1856
CHS,1994,13011
CHS,2005,14929
CIC,2004,1086
CID,1994,4398
CID,2005,7369
CLE,1989,61875
CLE,1992,56491
CLE,2003,90094
CLL,2002,2178
CLT,1988,101093
CLT,1991,122069
CLT,1999,120589
CLT,2002,110747
CMH,1994,40952
CMH,2005,37946
CMI,2006,3291
COD,2007,1336
COS,1995,12077
COS,2006,17046
CPR,1993,1065
CPR,2004,3255
CRP,1997,3568
CRP,2000,3096
CRP,2008,5270
CRW,1996,1658
CRW,2007,3498
CSG,1995,971
CSG,2006,1335
CVG,1989,59945
CVG,1992,70856
CVG,2003,92595
DAB,1993,5153
DAB,2004,4025
DAL,1995,46570
DAL,2006,49708
DAY,1989,35577
