ABE,1993,6515
ABE,2004,6909
ABI,2008,2660
ABQ,1997,37604
ABQ,2000,36447
ABQ,2008,41146
ABY,2008,1095
ACK,1998,22
ACT,2002,2390
ACV,2004,4101
ACY,2007,735
ADK,2008,102
ADQ,1995,504
ADQ,2006,602
AEX,2004,3254
AGS,1994,3345
AGS,2005,2764
AKN,1993,356
AKN,2004,380
ALB,1996,11304
ALB,2007,14965
AMA,1994,4128
AMA,2005,8245
ANC,1995,19040
ANC,2006,19976
ANI,1993,97
APF,2007,555
ATL,1990,269397
ATL,1998,255380
ATL,2001,251671
ATW,2004,2565
AUS,1996,36658
AUS,2007,51560
AVL,1996,1982
AVL,2007,3773
AVP,1989,1983
AVP,1992,2264
AVP,2003,865
AZO,1995,2490
AZO,2006,4815
BDL,1988,31167
BDL,1991,28920
BDL,1999,31954
BDL,2002,33219
BET,1990,589
BET,1998,984
BET,2001,1153
BFL,1997,251
BFL,2008,4502
BGM,1997,1171
BGM,2000,796
BGM,2008,728
BGR,1994,2068
BGR,2005,5280
BHM,1996,18849
BHM,2007,23535
BIL,1994,3905
BIL,2005,5375
BIS,1993,2377
BIS,2004,2445
BLI,2007,588
BMI,2006,4535
BNA,1994,50339
BNA,2005,59100
BOI,1993,5404
BOI,2004,15686
BOS,1995,92852
BOS,2006,131050
BPT,2006,367
BQK,2004,1303
BQN,1996,247
BQN,2007,1370
BRO,1996,600
BRO,2007,1593
BRW,1996,1008
BRW,2007,726
BTM,1989,705
BTM,1992,707
BTM,2003,1377
BTR,1997,4669
BTR,2000,4449
BTR,2008,8941
BTV,1993,3435
BTV,2004,8030
BUF,1989,26227
BUF,1992,25094
BUF,2003,21762
BUR,1996,29624
BUR,2007,33019
BWI,1993,52581
BWI,2004,106058
BZN,1995,2205
BZN,2006,4805
CAE,1996,6818
CAE,2007,10660
CAK,1994,1502
CAK,2005,10108
CCR,1988,1289
CCR,1991,214
CDV,1994,701
CDV,2005,726
CHA,1993,3786
CHA,2004,5035
CHO,1988,1822
CHO,1991,1206
CHS,1995,9228
CHS,2006,12330
CIC,2005,1062
CID,1995,5318
CID,2006,8827
CLD,2003,2139
CLE,1993,55812
CLE,2004,93259
CLL,2003,3255
CLT,1989,109552
CLT,1992,123343
CLT,2003,103417
CMH,1995,38271
CMH,2006,35912
CMI,2007,2757
COD,2008,1188
COS,1996,16173
COS,2007,17233
CPR,1994,268
CPR,2005,3542
CRP,1990,6483
CRP,1998,3067
CRP,2001,5359
CRW,1997,1707
CRW,2000,1146
CRW,2008,3414
CSG,2007,1398
CVG,1993,70433
CVG,2004,208011
CWA,2005,182
CYS,2005,1
DAB,1994,4538
DAB,2005,3721
DAL,1996,48142
DAL,2007,53951
DAY,1993,14664
DAY,2004,16251
DBQ,2003,1074
DCA,1988,89277
DCA,1991,83117
DCA,1999,82498
DCA,2002,69264
DEN,1994,141427
DEN,2005,182849
DET,1989,5712
DET,1992,3626
DFW,1994,256274
DFW,2005,307678
DLG,1996,351
DLG,2007,175
DLH,1997,1458
DLH,2000,1031
DLH,2008,2013
DRO,1990,988
DRO,1998,110
DRO,2001,138
DSM,1995,9177
DSM,2006,13429
DTW,1996,154556
DTW,2007,177478
DUT,2003,689
EFD,2003,1572
EGE,1989,11
EGE,1992,336
EGE,2003,1093
ELM,1995,1392
ELP,1990,26664
ELP,1998,25049
ELP,2001,21569
ERI,1993,1426
ERI,2004,1078
EUG,1996,2282
EUG,2007,6369
EVV,1994,1172
EVV,2005,5857
EWR,1997,121785
EWR,2000,124496
EWR,2008,138506
EYW,1989,2125
EYW,2003,809
FAI,1995,4843
FAI,2006,4930
FAR,1996,2434
FAR,2007,5300
FAT,1990,6647
FAT,1998,1155
FAT,2001,3752
FAY,1995,2188
FAY,2006,1548
FCA,1993,828
FCA,2004,3310
FLG,1990,2366
FLL,1995,33641
FLL,2006,67597
FNT,1993,721
FNT,2004,6829
FSD,1996,4583
FSD,2007,6781
FSM,2008,2937
FWA,1997,2067
FWA,2000,445
FWA,2008,6144
GCN,1988,1876
GCN,1991,1018
GEG,1990,10322
GEG,1998,14177
GEG,2001,12479
GFK,1993,1386
GFK,2004,964
GGG,2007,1093
GJT,1990,1436
GNV,1996,1787
GNV,2007,1927
GPT,1989,1035
GPT,2003,5747
GRB,1996,3066
GRB,2007,8434
GRK,2008,3733
GRR,1996,8964
GRR,2007,16412
GSO,1989,18994
GSO,1992,16426
GSO,2003,14157
GSP,1993,7294
GSP,2004,15141
GST,1997,90
GST,2000,91
GST,2008,85
GTF,1990,3234
GTF,1998,2421
GTF,2001,2220
GTR,2005,1327
GUC,1994,208
GUC,2005,233
HDN,1988,453
HDN,1991,691
HDN,1999,611
HDN,2002,635
HHH,2008,836
HKY,2006,42
HLN,1988,1076
HLN,1991,1075
HLN,1999,850
HLN,2002,795
HNL,1995,12537
HNL,2006,61099
HOU,1995,57492
HOU,2006,55260
HPN,1995,6228
HPN,2006,6983
HRL,1988,6676
HRL,1991,6065
HRL,1999,4150
HRL,2002,4123
HSV,1989,7239
HSV,1992,8044
HSV,2003,6798
HTS,2007,279
IAD,1993,33430
IAD,2004,132797
IAH,1997,124263
IAH,2000,131047
IAH,2008,185172
ICT,1988,11890
ICT,1991,11706
ICT,1999,6407
ICT,2002,5373
IDA,1995,1298
IDA,2006,2752
ILE,2002,3161
ILM,1988,3730
ILM,1991,2504
ILM,1999,2075
ILM,2002,1988
IND,1996,34177
IND,2007,43576
INL,2007,218
IPL,2005,730
ISO,2005,695
ISP,1995,3111
ISP,2006,11891
ITH,1994,1078
ITO,2004,2526
IYK,2003,1074
JAC,1993,2168
JAC,2004,3533
JAN,1996,6046
JAN,2007,13589
JAX,1990,22177
JAX,1998,22099
JAX,2001,26398
JFK,1996,44064
JFK,2007,126366
JNU,1990,3652
JNU,1998,4479
JNU,2001,4582
KOA,1994,705
KOA,2005,6871
KSM,1994,133
KTN,1994,2429
KTN,2005,2476
LAN,1990,3003
LAN,1998,2118
LAN,2001,2614
LAS,1995,112181
LAS,2006,184733
LAW,2002,2318
LAX,1989,163487
LAX,1992,155639
LAX,2003,223971
LBB,1993,8114
LBB,2004,9431
LEX,1996,4264
LEX,2007,9980
LFT,1988,1219
LFT,1991,1108
LFT,1999,2
LFT,2002,671
LGA,1995,99225
LGA,2006,127459
LGB,1996,1470
LGB,2007,14210
LIH,1989,347
LIH,1992,314
LIH,2003,2506
LIT,1996,13920
LIT,2007,17009
LNK,1990,4839
LNK,1998,2817
LNK,2001,1402
LRD,2006,2756
LSE,1995,1392
LSE,2006,1679
LWB,1996,80
LWB,2007,187
LWS,2008,652
LYH,1989,1114
LYH,2003,1095
MAF,1988,9253
MAF,1991,7184
MAF,1999,6377
MAF,2002,7184
MBS,1995,3861
MBS,2006,3103
MCI,1989,38296
MCI,1992,49262
MCI,2003,59533
MCN,2008,652
MCO,1990,76507
MCO,1998,92028
MCO,2001,99006
MDT,1994,8538
MDT,2005,7588
MDW,1997,44167
MDW,2000,53329
MDW,2008,87619
MEM,1994,50063
MEM,2005,48791
MFE,1993,3070
MFE,2004,3161
MFR,1990,1865
MFR,1998,1359
MFR,2001,1371
MGM,1989,2590
MGM,1992,3141
MGM,2003,3645
MHT,1990,4575
MHT,1998,9464
MHT,2001,16106
MIA,1994,72351
MIA,2005,65743
MKE,1996,16256
MKE,2007,28404
MLB,1989,4637
MLB,1992,4784
MLB,2003,2354
MLI,1988,5510
MLI,1991,3240
MLI,1999,1884
MLI,2002,1603
MLU,1995,2209
MLU,2006,2289
MOB,1997,4370
MOB,2000,4304
MOB,2008,6348
MOT,1988,1886
MOT,1991,1761
MOT,1999,1092
MOT,2002,1094
MQT,2008,991
MRY,1993,1375
MRY,2004,7289
MSN,1997,4526
MSN,2000,3976
MSN,2008,13961
MSO,1990,2481
MSO,1998,1823
MSO,2001,1912
MSP,1988,95265
MSP,1991,106515
MSP,1999,143419
MSP,2002,141540
MSY,1989,40689
MSY,1992,40100
MSY,2003,52334
MTJ,1992,2
MTJ,2003,2188
MYR,1995,2720
MYR,2006,7088
OAJ,2008,1184
OAK,1990,36437
OAK,1998,56002
OAK,2001,62763
OGD,2004,4
OGG,1996,2769
OGG,2007,25515
OKC,1996,20461
OKC,2007,26964
OMA,1989,17566
OMA,1992,15654
OMA,2003,20355
OME,1996,988
OME,2007,1088
ONT,1994,36844
ONT,2005,35953
ORD,1990,269128
ORD,1998,294896
ORD,2001,341284
ORF,1989,24334
ORF,1992,19495
ORF,2003,22365
OTZ,1994,956
OTZ,2005,1089
PBI,1996,21803
PBI,2007,29766
PDX,1993,35907
PDX,2004,55807
PFN,2008,3875
PHF,1995,1016
PHF,2006,6115
PHL,1993,96101
PHL,2004,121721
PHX,1997,167020
PHX,2000,188928
PHX,2008,199408
PIA,2000,18
PIA,2008,5581
PIE,2004,2325
PIH,2007,1824
PIT,1989,113650
PIT,1992,133995
PIT,2003,65090
PMD,2007,392
PNS,1994,6731
PNS,2005,10902
PSC,1997,1460
PSC,2000,1454
PSC,2008,2541
PSG,1993,679
PSG,2004,728
PSP,1994,3160
PSP,2005,11071
PVD,1995,12530
PVD,2006,26578
PWM,1995,5451
PWM,2006,7551
RAP,1990,2601
RAP,1998,1121
RAP,2001,1335
RDD,1988,19
RDM,1989,319
RDM,2003,2588
RDU,1989,60458
RDU,1992,56621
RDU,2003,51341
RFD,2008,290
RIC,1993,15836
RIC,2004,17139
RNO,1989,17929
RNO,1992,18420
RNO,2003,27591
ROA,1993,2874
ROA,2004,4698
ROC,1995,16130
ROC,2006,17621
ROP,1989,39
ROP,1992,663
RST,1989,2913
RST,1992,3047
RST,2003,1910
RSW,1995,14990
RSW,2006,26431
SAN,1997,67801
SAN,2000,72706
SAN,2008,93775
SAT,1995,38060
SAT,2006,42856
SAV,1997,5409
SAV,2000,5377
SAV,2008,13774
SBA,1988,3270
SBA,1991,4216
SBA,1999,1677
SBA,2002,3302
SBN,1996,3574
SBN,2007,5128
SBP,2001,2474
SCC,1989,529
SCC,1992,964
SCC,2003,404
SCE,2005,1081
SCK,1989,955
SDF,1994,22582
SDF,2005,24415
SEA,1996,96266
SEA,2007,109127
SFO,1993,117581
SFO,2004,130008
SGF,1988,2411
SGF,1991,1495
SGF,1999,2056
SGF,2002,4403
SHV,1990,6811
SHV,1998,3884
SHV,2001,6014
SIT,1995,1311
SIT,2006,1326
SJC,1993,34505
SJC,2004,62916
SJT,2005,2216
SJU,1995,21458
SJU,2006,25183
SLC,1988,67710
SLC,1991,68017
SLC,1999,81818
SLC,2002,70024
SMF,1993,29714
SMF,2004,48633
SMX,2006,1756
SNA,1995,36159
SNA,2006,51702
SPI,1993,344
SPN,1990,1837
SPS,2006,2420
SRQ,1988,11820
SRQ,1991,13110
SRQ,1999,5214
SRQ,2002,3455
STL,1989,128097
STL,1992,123651
STL,2003,100904
STT,1989,2029
STT,1992,2603
STT,2003,3116
STX,1996,1098
STX,2007,479
SUN,2004,3078
SUX,1995,710
SWF,1991,4546
SWF,1999,1366
SWF,2002,1289
SYR,1993,17128
SYR,2004,15170
TEX,2007,216
TLH,1997,2551
TLH,2000,2118
TLH,2008,5912
TOL,1990,2857
TOL,1998,1895
TOL,2001,2241
TPA,1994,59871
TPA,2005,79520
TRI,1989,2776
TRI,1992,2707
TRI,2003,2980
TTN,2006,51
TUL,1989,23777
TUL,1992,25684
TUL,2003,21850
TUP,2007,603
TUS,1988,18389
TUS,1991,18514
TUS,1999,19360
TUS,2002,16222
TVC,1990,529
TVC,1998,1001
TVC,2001,2536
TVL,1988,959
TVL,1991,257
TWF,2003,2034
TXK,2007,1208
TYR,2005,3161
TYS,1995,9509
TYS,2006,9954
UCA,1989,1006
UCA,1992,315
VLD,2006,1146
VPS,1990,1077
VPS,1998,1085
VPS,2001,1727
WRG,1993,680
WRG,2004,727
XNA,2003,10400
YAK,1989,645
YAK,1992,671
YAK,2003,726
YKM,1989,234
YUM,1990,1658
