ABE,1988,4947
ABE,1991,6178
ABE,1999,6089
ABE,2002,2090
ABI,2006,2845
ABQ,1995,36871
ABQ,2006,37264
ABY,2006,1369
ACK,1996,25
ACK,2007,314
ACT,2008,1993
ACV,1988,19
ACY,1994,620
ACY,2005,1037
ADK,2006,104
ADQ,1993,315
ADQ,2004,727
AGS,1989,3086
AGS,1992,3640
AGS,2003,4321
AKN,1999,343
AKN,2002,322
ALB,1994,12499
ALB,2005,18360
ALO,1988,116
AMA,1989,6342
AMA,1992,5927
AMA,2003,8368
ANC,1993,16256
ANC,2004,20540
APF,2005,1037
ATL,1996,241609
ATL,2007,413851
ATW,1988,1211
AUS,1994,33341
AUS,2005,41696
AVL,1994,3145
AVL,2005,4458
AVP,1990,3106
AVP,1998,1795
AVP,2001,1446
AZO,1993,2604
AZO,2004,4807
BDL,1997,26820
BDL,2000,36520
BDL,2008,29449
BET,1996,916
BET,2007,1044
BFL,1995,455
BFL,2006,5732
BGM,1995,1422
BGM,2006,658
BGR,1989,2102
BGR,1992,2520
BGR,2003,4077
BHM,1994,17186
BHM,2005,21606
BIL,1989,5264
BIL,1992,5228
BIL,2003,4339
BIS,1988,4113
BIS,1991,3160
BIS,1999,1421
BIS,2002,1427
BJI,2007,128
BMI,2004,2737
BNA,1989,58219
BNA,1992,64146
BNA,2003,55585
BOI,1988,6623
BOI,1991,5911
BOI,1999,11504
BOI,2002,10982
BOS,1993,95331
BOS,2004,132339
BPT,2004,2484
BQN,1994,691
BQN,2005,790
BRO,1994,1105
BRO,2005,1876
BRW,1994,672
BRW,2005,666
BTM,1990,717
BTR,1995,4741
BTR,2006,11519
BTV,1988,6882
BTV,1991,6150
BTV,1999,2676
BTV,2002,3024
BUF,1990,25890
BUF,1998,18068
BUF,2001,20388
BUR,1994,25900
BUR,2005,29125
BWI,1988,67672
BWI,1991,62283
BWI,1999,81671
BWI,2002,86856
BZN,1993,4105
BZN,2004,4851
CAE,1994,6107
CAE,2005,11250
CAK,1989,3100
CAK,1992,2749
CAK,2003,4453
CDC,2008,668
CDV,1989,677
CDV,1992,692
