ABE,1997,6865
ABE,2000,6302
ABE,2008,4807
ABI,2004,3088
ABQ,1993,34699
ABQ,2004,37033
ABY,2004,1420
ACK,1994,22
ACK,2005,227
ACT,2006,2458
ACV,2008,3714
ACY,1989,654
ACY,1992,763
ACY,2003,132
ADK,2004,104
ADQ,1999,725
ADQ,2002,726
AEX,2008,2330
AGS,1990,3136
AGS,1998,1907
AKN,1997,456
AKN,2000,324
AKN,2008,116
ALB,1989,13651
ALB,1992,14294
ALB,2003,17098
ALO,2008,323
AMA,1990,6391
AMA,1998,4847
AMA,2001,6138
ANC,1988,13641
ANC,1991,15135
ANC,1999,20807
ANC,2002,21094
APF,1989,114
ASE,2007,5305
ATL,1994,221486
ATL,2005,433678
ATW,2008,5873
AUS,1989,28255
AUS,1992,29347
AUS,2003,41015
AVL,1989,2334
AVL,1992,2657
AVL,2003,3680
AVP,1996,3094
AVP,2007,2890
AZO,1988,4027
AZO,1991,3132
AZO,1999,1648
AZO,2002,1981
BDL,1995,25771
BDL,2006,32880
BET,1994,827
BET,2005,1139
BFL,1993,699
BFL,2004,3344
BGM,1993,1378
BGM,2004,1541
BGR,1990,2463
BGR,1998,1095
BGR,2001,3708
BHM,1989,17597
BHM,1992,15745
BHM,2003,19233
BIL,1990,5367
BIL,1998,2878
BIL,2001,3124
BIS,1997,1429
BIS,2000,1422
BIS,2008,2293
BLI,1989,1605
BLI,1992,186
BMI,2002,901
BNA,1990,53761
BNA,1998,51217
BNA,2001,56294
BOI,1997,11922
BOI,2000,12567
BOI,2008,17024
BOS,1988,99921
BOS,1991,91360
BOS,1999,107790
BOS,2002,109820
BPT,2002,384
BQK,2008,925
BQN,2003,294
BRO,2003,1736
BRW,1992,273
BRW,2003,724
BTM,2007,819
BTR,1993,6512
BTR,2004,7771
BTV,1997,2945
BTV,2000,2634
BTV,2008,7005
BUF,1996,18601
BUF,2007,26687
BUR,1989,21081
BUR,1992,23247
BUR,2003,26362
BWI,1997,64603
BWI,2000,91220
BWI,2008,104074
BZN,1988,3597
BZN,1991,3916
BZN,1999,1702
BZN,2002,1634
CAE,1989,8958
CAE,1992,7374
CAE,2003,9492
CAK,1990,3764
CAK,1998,1075
CAK,2001,950
CDC,2006,359
CDV,1990,691
CDV,1998,720
CDV,2001,725
CEC,2005,1001
CHA,1997,1359
CHA,2000,1075
CHA,2008,4571
CHO,2006,1967
CHS,1988,13973
CHS,1991,10527
CHS,1999,6974
CHS,2002,4487
CID,1988,5063
CID,1991,5003
CID,1999,5369
CID,2002,4764
CKB,2006,1
CLD,2007,2730
CLE,1997,63615
CLE,2000,55591
CLE,2008,65795
CLL,2007,1785
CLT,1996,131181
CLT,2007,127108
CMH,1988,26993
CMH,1991,27414
CMH,1999,37360
CMH,2002,35485
CMI,1989,1573
CMI,1992,607
CMI,2003,1948
COD,1993,74
COD,2004,985
COS,1989,10412
COS,1992,11127
COS,2003,11952
CPR,1990,1081
CRP,1994,5182
CRP,2005,9474
CRW,1993,2437
CRW,2004,5438
CSG,1989,1004
CSG,1992,1014
CSG,2003,2197
CVG,1997,85287
CVG,2000,73816
CVG,2008,91265
DAB,1990,7324
DAB,1998,2936
DAB,2001,1807
DAL,1989,34963
DAL,1992,41031
DAL,2003,45393
DAY,1997,11964
DAY,2000,11168
DAY,2008,15791
DBQ,2007,1415
DCA,1995,86266
DCA,2006,94659
DEN,1990,137179
DEN,1998,136349
DEN,2001,132591
DFW,1990,237924
DFW,1998,244013
DFW,2001,312036
DHN,2006,1746
DLG,1992,309
DLG,2003,283
DLH,1993,1921
DLH,2004,1518
DRO,1994,17
DRO,2005,548
DSM,1988,13524
DSM,1991,11496
DSM,1999,6895
DSM,2002,8458
DTW,1989,115873
DTW,1992,124265
DTW,2003,139844
DUT,1996,646
EGE,1996,960
EGE,2007,3355
EKO,2005,1981
ELM,1988,2764
ELM,1991,1429
ELM,1999,1306
ELP,1994,28063
ELP,2005,21953
ERI,1997,1405
ERI,2000,1440
ERI,2008,1399
EUG,1989,4307
EUG,1992,2906
EUG,2003,3949
EVV,1990,2173
EVV,2001,1738
EWN,2008,791
EWR,1993,113486
EWR,2004,158150
EYW,2007,1052
FAI,1988,3603
